Language_ID	Language_Name	Language_Macroarea	Language_Family_Name	Parameters_Coded	Mean_Similarity
mali1285	Malinaltepec Me'phaa	North America	Otomanguean	160	62.145635451505
malo1243	Tamambo	Papunesia	Austronesian	189	65.3528846153846
malt1254	Maltese	Eurasia	Afro-Asiatic	173	62.8255351170569
malu1245	Malua Bay	Papunesia	Austronesian	173	68.2488085284281
mama1275	Mamanwa	Papunesia	Austronesian	149	68.6249205685619
mamb1294	Mambai	Africa	Atlantic-Congo	168	68.0847449832776
mamb1296	Mambwe-Lungu	Africa	Atlantic-Congo	141	68.0535911371237
mamb1306	Mambae	Papunesia	Austronesian	169	67.1258068561873
mamm1241	Mam	North America	Mayan	179	65.861864548495
mamv1243	Mamvu	Africa	Central Sudanic	136	69.4322784280936
mana1288	Manange	Eurasia	Sino-Tibetan	191	66.6517224080268
mana1295	Manam	Papunesia	Austronesian	175	65.3011245819398
mana1298	Manambu	Papunesia	Ndu	194	59.3539632107023
mand1415	Mandarin Chinese	Eurasia	Sino-Tibetan	195	66.6190510033445
mand1423	Manda-Matumba	Africa	Atlantic-Congo	84	65.4560200668896
mand1436	Mandinka	Africa	Mande	137	66.1883444816054
mand1440	Mandara	Papunesia	Austronesian	177	65.8703386287625
mang1378	Mang	Eurasia	Austroasiatic	158	66.6466262541806
mang1381	Mangarrayi	Australia	Mangarrayi-Maran	192	61.8385660535117
mang1394	Mangbetu	Africa	Central Sudanic	154	65.7926755852843
mang1401	Mangareva	Papunesia	Austronesian	173	67.3734866220736
mang1403	Mangseng	Papunesia	Austronesian	165	68.7717892976589
mang1404	Mangga Buang	Papunesia	Austronesian	125	66.6873536789298
mang1405	Manggarai	Papunesia	Austronesian	168	67.74372909699
mani1235	Sougb	Papunesia	East Bird's Head	122	66.4905602006689
manm1238	Man Met	Eurasia	Austroasiatic	150	67.2860660535117
mann1248	Mann	Africa	Mande	124	67.5902926421405
mans1260	Mansim	Papunesia	Hatam-Mansim	71	70.7483862876254
mans1262	Mansaka	Papunesia	Austronesian	127	66.1236287625418
manu1258	Manusela	Papunesia	Austronesian	101	65.224385451505
maon1241	Maonan	Eurasia	Tai-Kadai	94	64.0898244147157
maor1246	Maori	Papunesia	Austronesian	191	65.8019648829431
mapo1242	Mapos Buang	Papunesia	Austronesian	173	67.858152173913
mapu1245	Mapudungun	South America	Araucanian	190	65.1028386287625
maqu1238	Ye'kwana	South America	Cariban	56	61.6195693979933
mara1378	Marathi	Eurasia	Indo-European	190	63.1502090301003
mara1379	Maram Naga	Eurasia	Sino-Tibetan	167	68.6622617056856
mara1382	Mara Chin	Eurasia	Sino-Tibetan	160	65.0570819397993
mara1385	Marra	Australia	Mangarrayi-Maran	94	54.4868018394649
mara1386	Maranunggu	Australia	Western Daly	173	64.6073704013378
mara1396	Mararit	Africa	Tamaic	92	65.5758277591973
mara1399	Maragus	Papunesia	Austronesian	174	68.15
mara1404	Maranao	Papunesia	Austronesian	128	68.5532148829431
marg1253	Margany	Australia	Pama-Nyungan	144	68.3389882943144
marg1265	Marghi Central	Africa	Afro-Asiatic	184	66.5490719063545
mari1414	Maria (India)	Eurasia	Dravidian	119	64.2960284280936
mari1416	Maring Naga	Eurasia	Sino-Tibetan	159	67.7605727424749
mari1424	Marithiel	Australia	Western Daly	151	65.1411287625418
mari1426	Sunwadia	Papunesia	Austronesian	167	68.0620443143813
mari1428	Marik	Papunesia	Austronesian	153	66.9317516722408
mari1440	Maricopa	North America	Cochimi-Yuman	175	65.7455643812709
maro1244	Marovo	Papunesia	Austronesian	84	65.3142474916388
mars1254	Marshallese	Papunesia	Austronesian	152	63.0490175585284
mart1255	Martuthunira	Australia	Pama-Nyungan	184	65.8894272575251
maru1249	Maru	Eurasia	Sino-Tibetan	191	66.9498745819398
maru1252	Marúbo	South America	Pano-Tacanan	126	66.1031939799331
masa1300	Masai	Africa	Nilotic	73	51.708762541806
masa1322	Masana	Africa	Afro-Asiatic	188	65.6275836120401
masb1238	Masbatenyo	Papunesia	Austronesian	172	67.5626254180602
mask1242	Maskelynes	Papunesia	Austronesian	157	64.769368729097
matb1237	Matbat	Papunesia	Austronesian	154	68.6749665551839
mati1250	Matigsalug Manobo	Papunesia	Austronesian	177	68.1258193979933
mato1252	Mato	Papunesia	Austronesian	169	67.6080142140468
mats1244	Matsés	South America	Pano-Tacanan	174	65.1172282608696
matu1259	Matumbi	Africa	Atlantic-Congo	134	57.490443329151
matu1261	Matukar	Papunesia	Austronesian	194	67.4925710702341
maun1240	Mawng	Australia	Iwaidjan Proper	194	60.9053595317726
mauw1238	Mauwake	Papunesia	Nuclear Trans New Guinea	92	60.6965760869565
maxa1247	Maxakalí	South America	Nuclear-Macro-Je	181	66.6429682274247
maya1285	Mayangna	North America	Misumalpan	153	62.7961454849498
mayk1239	Maykulan	Australia	Pama-Nyungan	152	68.1562040133779
mayo1261	Mayogo	Africa	Atlantic-Congo	168	67.6778177257525
mayo1264	Mayo	North America	Uto-Aztecan	168	66.33247909699
maza1304	Mazagway	Africa	Afro-Asiatic	182	68.4697826086957
mbaa1245	Mba	Africa	Atlantic-Congo	137	69.223118729097
mbal1255	Central Wambo	Africa	Atlantic-Congo	100	63.319368729097
mban1263	Mbandja	Africa	Atlantic-Congo	162	71.2908110367893
mbar1260	Mbara (Chad)	Africa	Afro-Asiatic	157	67.471877090301
mbay1241	Mbay	Africa	Central Sudanic	173	67.1722575250836
mboc1235	Mbo (Cameroon)	Africa	Atlantic-Congo	161	66.8552759197324
mbol1247	Mbole	Africa	Atlantic-Congo	89	62.6407274247492
mbug1242	Mbugwe	Africa	Atlantic-Congo	117	62.0466053511706
mbul1263	Mbula	Papunesia	Austronesian	183	66.0915384615385
mbya1239	Mbyá Guaraní	South America	Tupian	161	69.0628386287625
meen1242	Me'en	Africa	Surmic	167	67.7911705685619
mehe1243	Mehek	Papunesia	Sepik	165	62.4882190635452
mehi1240	Mehináku	South America	Arawakan	4	51.4628553299492
meke1243	Mekeo	Papunesia	Austronesian	192	68.8929389632107
mele1250	Mele-Fila	Papunesia	Austronesian	115	66.6767683946488
melo1242	Melo	Africa	Ta-Ne-Omotic	163	66.7197282608696
melp1238	Melpa	Papunesia	Nuclear Trans New Guinea	166	68.4483737458194
mend1266	Mende (Sierra Leone)	Africa	Mande	80	66.8734698996656
mend1268	Mende (Papua New Guinea)	Papunesia	Sepik	87	58.2085200668896
meng1267	Mengen	Papunesia	Austronesian	98	65.9394690635451
meny1245	Menya	Papunesia	Angan	96	58.6852633779264
mera1242	Meramera	Papunesia	Austronesian	54	65.9222198996655
mere1242	Merei	Papunesia	Austronesian	183	62.2606647157191
meri1244	Meriam	Papunesia	Eastern Trans-Fly	99	58.3576672240803
meru1245	Meru	Africa	Atlantic-Congo	162	64.8365928093645
mesc1238	Mescalero-Chiricahua Apache	North America	Athabaskan-Eyak-Tlingit	92	66.0265173712851
meta1238	Meta'	Africa	Atlantic-Congo	159	66.2776923076923
meya1236	Meyah	Papunesia	East Bird's Head	96	59.7505643812709
mezo1235	Mezontla Popoloca	North America	Otomanguean	169	60.8786914715719
mezq1235	Mezquital Otomi	North America	Otomanguean	185	61.9986580267559
miam1252	Miami	North America	Algic	120	67.5557280334728
mian1256	Mian	Papunesia	Nuclear Trans New Guinea	100	58.3733277591973
mich1245	Michoacán Nahuatl	North America	Uto-Aztecan	177	64.4749331103679
midd1327	Middle Watut	Papunesia	Austronesian	140	67.3865175585284
midd1357	Middle Clarence Bandjalang	Australia	Pama-Nyungan	96	61.9250710702341
mido1240	Midob	Africa	Nubian	55	65.5490886287625
mids1243	Mid-Southern Banda	Africa	Atlantic-Congo	123	65.6666053511706
miga1249	Migaama	Africa	Afro-Asiatic	104	65.8550710702341
miju1243	Kman	Eurasia	Sino-Tibetan	192	68.9482859531773
mika1239	Mikasuki	North America	Muskogean	147	65.8289046822742
mikm1235	Mi'kmaq	North America	Algic	179	64.7853260869565
mila1245	Milang	Eurasia	Sino-Tibetan	193	63.9164046822742
mill1237	Millcayac	South America	Huarpean	122	69.0729347826087
mina1268	Minangkabau	Papunesia	Austronesian	164	68.5692182274248
mina1276	Mina (Cameroon)	Africa	Afro-Asiatic	185	68.5973620401338
minh1238	Mangghuer	Eurasia	Mongolic-Khitan	181	67.8423411371237
mini1251	Minigir	Papunesia	Austronesian	178	67.2852382943144
mini1256	Minica Huitoto	South America	Huitotoan	160	65.4891304347826
miri1266	Miriwung	Australia	Jarrakan	142	63.9950836120401
misi1243	Misima-Paneati	Papunesia	Austronesian	144	68.604381270903
misk1235	Mískito	North America	Misumalpan	162	65.4631939799331
miwa1242	Miwa	Australia	Worrorran	130	66.812495819398
mixt1426	Mixtepec Zapotec	North America	Otomanguean	170	64.9487834448161
miya1266	Miya	Africa	Afro-Asiatic	187	65.391258361204
mlab1235	Mlabri	Eurasia	Austroasiatic	182	69.5252508361204
mlah1239	Mlahsô	Eurasia	Afro-Asiatic	117	66.9101881270903
mmen1238	Mmen	Africa	Atlantic-Congo	10	73.4514644529587
moba1244	Moba	Africa	Atlantic-Congo	185	66.8614757525084
moch1257	Mocho	North America	Mayan	163	67.4528929765886
moch1259	Mochica	South America		139	69.4072617056856
moco1246	Mocoví	South America	Guaicuruan	169	66.1001128762542
mode1248	Modern Greek	Eurasia	Indo-European	195	60.4554974916388
moha1258	Mohawk	North America	Iroquoian	127	52.7233737458194
moii1235	Moi (Indonesia)	Papunesia	West Bird's Head	125	65.153110367893
moke1242	Moken	Eurasia	Austronesian	171	67.1289673913043
moki1238	Mokilese	Papunesia	Austronesian	171	65.6691889632107
mokl1243	Moklen	Eurasia	Austronesian	181	68.6670903010033
mokp1239	Mokpwe	Africa	Atlantic-Congo	180	67.2548076923077
moks1248	Moksha	Eurasia	Uralic	195	66.2610618729097
mola1238	Molale	North America		174	64.4667892976589
molo1266	Moloko	Africa	Afro-Asiatic	109	70.2826964882943
mong1338	Mongo	Africa	Atlantic-Congo	124	62.4868018394649
moni1237	Mangue	North America	Otomanguean	84	65.9889423076923
monn1252	Mon	Eurasia	Austroasiatic	91	69.8199038461538
mono1270	Mono (Democratic Republic of Congo)	Africa	Atlantic-Congo	149	66.0441513377926
mono1273	Mono-Alu	Papunesia	Austronesian	111	67.9531966527197
mono1275	Mono (USA)	North America	Uto-Aztecan	161	68.1567433110368
mont1268	Montagnais	North America	Algic	134	63.7999456521739
monz1249	Monzombo	Africa	Atlantic-Congo	119	69.23372909699
mopa1243	Mopán Maya	North America	Mayan	166	64.5473829431438
more1259	Morelos Nahuatl	North America	Uto-Aztecan	135	67.6428051839465
mori1268	Mori Bawah	Papunesia	Austronesian	88	57.617525083612
mori1269	Mori Atas	Papunesia	Austronesian	105	63.8925794314381
morm1235	Mor (Mor Islands)	Papunesia	Austronesian	148	68.7550752508361
moro1285	Moro	Africa	Heibanic	77	53.7159657190635
moro1287	Moronene	Papunesia	Austronesian	106	64.3195443143813
moro1289	Marori	Papunesia		105	58.6777498954412
mort1237	Mortlockese	Papunesia	Austronesian	141	68.9258026755853
mose1249	Mosetén-Chimané	South America		179	64.5301463210702
mosi1247	Akie	Africa	Nilotic	167	63.3883988294314
mota1237	Mota	Papunesia	Austronesian	107	69.8397490589711
motl1237	Mwotlap	Papunesia	Austronesian	195	65.6263837792642
motu1246	Motu	Papunesia	Austronesian	160	68.8147742474916
mouk1239	Mouk-Aria	Papunesia	Austronesian	139	69.7030142140468
moun1252	Mountain Koiali	Papunesia	Koiarian	168	68.2555142140468
movi1243	Movima	South America		167	58.9790969899666
moyo1238	Moyon	Eurasia	Sino-Tibetan	167	67.7572031772575
mpad1242	Mpade	Africa	Afro-Asiatic	187	65.1674289297659
mpii1239	Mpi	Eurasia	Sino-Tibetan	174	67.8129096989966
mpot1240	Mpoto	Africa	Atlantic-Congo	173	66.715614548495
mpur1239	Mpur	Papunesia		185	69.4425459866221
mual1241	Mualang	Papunesia	Austronesian	189	67.0141680602007
mudu1239	Muduga	Eurasia	Dravidian	161	67.3922742474916
mudu1242	Muduapa	Papunesia	Austronesian	186	66.9398285953177
mull1237	Mullukmulluk	Australia	Northern Daly	169	64.8966722408027
muna1247	Muna	Papunesia	Austronesian	99	58.4199038461538
munc1235	Mün Chin	Eurasia	Sino-Tibetan	186	66.0914255852843
mund1320	Mundari	Eurasia	Austroasiatic	156	67.2479682274247
mund1325	Mundang	Africa	Atlantic-Congo	190	65.0639088628763
mund1326	Mündü	Africa	Atlantic-Congo	120	71.2483152173913
mund1328	Mundabli-Mufu	Africa	Atlantic-Congo	184	64.9067516722408
mund1330	Mundurukú	South America	Tupian	161	61.7281563545151
murl1244	Murle	Africa	Surmic	175	67.0315677257525
murr1258	Murriny Patha	Australia	Southern Daly	97	59.1138043478261
muru1266	Muruwari	Australia	Pama-Nyungan	157	65.0508612040134
muru1274	Murui Huitoto	South America	Huitotoan	182	63.8603678929766
musa1266	Aisi	Papunesia	Nuclear Trans New Guinea	158	66.3862123745819
musg1254	Musgu	Africa	Afro-Asiatic	118	67.5907984949833
muso1238	Musom	Papunesia	Austronesian	150	65.2424540133779
muss1246	Mussau-Emira	Papunesia	Austronesian	90	65.064397993311
muth1236	Muthuvan	Eurasia	Dravidian	143	70.7987876254181
muyu1244	Muyuw	Papunesia	Austronesian	140	65.0985618729097
mwag1236	Mwaghavul	Africa	Afro-Asiatic	192	66.3727717391304
mwan1247	Mwani	Africa	Atlantic-Congo	157	64.8371153846154
mwan1250	Mwan	Africa	Mande	135	65.8940342809365
mwer1248	Mwera (Chimwera)	Africa	Atlantic-Congo	153	63.3133821070234
naas1242	Naasioi	Papunesia	South Bougainville	53	52.3952508361204
naba1256	Nabak	Papunesia	Nuclear Trans New Guinea	82	58.9807692307692
nade1244	Nadëb	South America	Naduhup	64	61.6906772575251
naka1262	Nakanai	Papunesia	Austronesian	173	67.5560618729097
nalc1240	Nalca	Papunesia	Nuclear Trans New Guinea	108	61.3741011705686
nali1244	Nalik	Papunesia	Austronesian	174	67.5109239130435
nalo1235	Nalögo	Papunesia	Austronesian	33	63.8298996235885
nama1264	Nama (Namibia)	Africa	Khoe-Kwadi	91	57.5720568561873
nama1266	Nama (Papua New Guinea)	Papunesia	Yam	56	66.2969974874372
nama1268	Namakura	Papunesia	Austronesian	120	63.1583110367893
namb1293	Nambo	Papunesia	Yam	182	63.9299038461538
nami1256	Namia	Papunesia	Sepik	85	61.2553971571906
namu1246	Namuyi	Eurasia	Sino-Tibetan	173	68.7625877926421
nana1257	Nanai	Eurasia	Tungusic	195	65.9444732441472
nand1266	Nandi	Africa	Nilotic	156	66.3978720735786
nang1262	Nanggu	Papunesia	Austronesian	162	67.683135451505
nant1250	Nanti	South America	Arawakan	80	60.935
nara1262	Nara	Africa		132	72.054360367893
naro1251	Narom	Papunesia	Austronesian	132	70.1743891213389
narr1259	Narrinyeri	Australia	Pama-Nyungan	72	58.6967600334448
naru1238	Narungga	Australia	Pama-Nyungan	106	69.4989297658863
natc1249	Natchez	North America		108	63.6190844481605
nati1243	Natioro	Africa	Atlantic-Congo	51	66.5258803847762
nati1244	Nati	Papunesia	Austronesian	127	68.2618394648829
natu1246	Natügu	Papunesia	Austronesian	96	60.4894732441472
naue1237	Nauete	Papunesia	Austronesian	183	67.7457984949833
naur1243	Nauru	Papunesia	Austronesian	173	63.71127090301
nava1243	Navajo	North America	Athabaskan-Eyak-Tlingit	185	61.5378762541806
nawu1242	Nawuri	Africa	Atlantic-Congo	182	68.5666638795987
naxi1245	Naxi	Eurasia	Sino-Tibetan	132	64.832487458194
ncan1245	Ncane-Mungong	Africa	Atlantic-Congo	131	67.0991220735786
ndam1239	Ndamba	Africa	Atlantic-Congo	180	65.2969314381271
ndam1251	Ndam	Africa	Afro-Asiatic	41	68.2048326359833
nden1248	Ndengereko	Africa	Atlantic-Congo	88	62.0420150501672
ndob1238	Ndobo	Africa	Atlantic-Congo	85	66.9766304347826
ndog1248	Ndogo	Africa	Atlantic-Congo	177	67.5060200668896
ndom1245	Ndom	Papunesia	Kolopom	74	69.7024623745819
ndun1249	Ndunga	Africa	Atlantic-Congo	127	67.3402341137124
nege1240	Negeri Sembilan Malay	Eurasia	Austronesian	139	71.7654096989966
negi1245	Negidal	Eurasia	Tungusic	160	67.372491638796
neha1247	Nehan	Papunesia	Austronesian	139	60.4141429765886
nend1239	Nend	Papunesia	Nuclear Trans New Guinea	169	66.9871989966555
nene1249	Tundra Nenets	Eurasia	Uralic	190	61.8146279264214
neng1238	Nengone	Papunesia	Austronesian	169	66.6507399665552
nenn1238	Nen	Papunesia	Yam	195	62.0313127090301
nepa1254	Nepali	Eurasia	Indo-European	162	63.533114548495
nese1235	Nese	Papunesia	Austronesian	191	66.8758277591973
newa1246	Kathmandu Valley Newari	Eurasia	Sino-Tibetan	179	66.2405016722408
nezp1238	Nez Perce	North America	Sahaptian	176	66.9721362876254
ngaa1240	Ngaanyatjarra	Australia	Pama-Nyungan	154	65.9108152173913
ngab1239	Ngäbere	North America	Chibchan	165	64.4498035117057
ngal1292	Ngalkbun	Australia	Gunwinyguan	188	65.0048578595318
ngal1296	Ngala-Santandrea	Africa	Atlantic-Congo	67	64.7834239130435
ngam1268	Ngambay	Africa	Central Sudanic	156	68.9502633779264
ngan1291	Nganasan	Eurasia	Uralic	194	66.7694565217391
ngan1295	Ngandi	Australia	Gunwinyguan	95	54.9991889632107
ngar1283	Ngarnka	Australia	Mirndi	162	57.6142307692308
ngar1284	Ngarinyin	Australia	Worrorran	181	60.5235284280936
ngas1240	Ngas	Africa	Afro-Asiatic	176	68.4634908026756
ngba1284	Ngbaka Ma'bo	Africa	Atlantic-Congo	147	71.1309448160535
ngba1285	Ngbaka Minagende	Africa	Atlantic-Congo	168	66.084368729097
ngeq1245	Kriang-Khlor	Eurasia	Austroasiatic	134	69.6836622073579
ngge1241	Nggem	Papunesia	Nuclear Trans New Guinea	99	58.4793143812709
ngit1239	Ngiti	Africa	Central Sudanic	180	65.7282148829431
ngom1268	Ngombe (Democratic Republic of Congo)	Africa	Atlantic-Congo	121	61.9090091973244
ngul1236	Nguluwan	Papunesia	Austronesian	56	66.5045188284519
ngur1261	Wilson River (Grey Range)	Australia	Pama-Nyungan	29	52.3491419003767
nhan1238	Nhanda	Australia	Pama-Nyungan	163	64.635012541806
nhen1239	Nhengatu	South America	Tupian	181	65.7539339464883
nica1252	Nicaragua Creole English	North America	Indo-European	157	68.2123369565217
nige1253	Hausa States Fulfulde	Africa	Atlantic-Congo	136	59.8076839464883
niha1238	Nihali	Eurasia		164	67.6142015050167
nila1242	Nilamba	Africa	Atlantic-Congo	162	64.7586538461538
nina1238	Ninam	South America	Yanomamic	61	61.0020903010033
nisg1240	Nisga'a	North America	Tsimshian	162	64.4164464882943
niua1240	Niuafo'ou	Papunesia	Austronesian	182	65.6633946488294
niue1239	Niuean	Papunesia	Austronesian	137	60.204372909699
niva1238	Nivaclé	South America	Matacoan	188	60.0946697324415
njan1240	Njanga	Africa	Atlantic-Congo	192	67.0221321070234
nkon1248	Nkonya	Africa	Atlantic-Congo	128	65.9283737458194
nkor1239	Nkoroo	Africa	Ijoid	54	66.8264267782427
noct1238	Nocte Naga	Eurasia	Sino-Tibetan	195	65.7720610367893
noku1237	Nokuku	Papunesia	Austronesian	156	66.9174080267559
noma1260	Nomaande	Africa	Atlantic-Congo	118	62.5778887959866
noma1263	Nomatsiguenga	South America	Arawakan	96	58.0482274247492
nonu1241	Nonuya	South America	Huitotoan	54	57.9234462567963
noon1242	Noon	Africa	Atlantic-Congo	188	63.0665760869565
noon1243	Noone	Africa	Atlantic-Congo	172	67.0470861204013
nopa1235	Nopala Chatino	North America	Otomanguean	179	66.1636413043478
nort2671	North Saami	Eurasia	Uralic	167	67.0065719063545
nort2684	Northern Khmer	Eurasia	Austroasiatic	191	66.4829473244147
nort2690	Northern Uzbek	Eurasia	Turkic	193	66.1639005016722
nort2697	North Azerbaijani	Eurasia	Turkic	188	67.7288837792642
nort2699	Northwestern Kolami	Eurasia	Dravidian	89	60.2288043478261
nort2722	Northern Qiang	Eurasia	Sino-Tibetan	187	65.314987458194
nort2723	Northern Pumi	Eurasia	Sino-Tibetan	177	68.1719607023411
nort2724	Northern Bai	Eurasia	Sino-Tibetan	116	71.7319481605351
nort2732	Northern Tujia	Eurasia	Sino-Tibetan	190	68.5861998327759
nort2745	Northern Yukaghir	Eurasia	Yukaghir	191	65.9185242474916
nort2747	Northern Qiandong Miao	Eurasia	Hmong-Mien	194	68.8407943143813
nort2774	Northern Ngbandi	Africa	Atlantic-Congo	159	69.0333821070234
nort2775	Northwest Gbaya	Africa	Atlantic-Congo	135	69.0623662207358
nort2795	Zimbabwean Ndebele	Africa	Atlantic-Congo	96	64.3926212374582
nort2828	North Moluccan Malay	Papunesia	Austronesian	164	67.3819272575251
nort2836	North Efate	Papunesia	Austronesian	93	64.4570526755853
nort2839	North Ambrym	Papunesia	Austronesian	174	66.3421362876254
nort2845	North Marquesan	Papunesia	Austronesian	178	64.9704765886288
nort2847	North Tanna	Papunesia	Austronesian	128	65.1596571906355
nort2864	Wemale	Papunesia	Austronesian	76	69.0788294314381
nort2877	Northern Kankanay	Papunesia	Austronesian	149	66.5253804347826
nort2885	Northern Subanen	Papunesia	Austronesian	189	65.1222073578595
nort2930	Northeast Kiwai	Papunesia	Kiwaian	173	63.5091722408027
nort2938	Northern Haida	North America	Haida	179	63.4939924749164
nort2942	North Slavey	North America	Athabaskan-Eyak-Tlingit	194	61.2079807692308
nort2951	Northwest Maidu	North America	Maiduan	142	63.510643812709
nort2952	Northeast Maidu	North America	Maiduan	161	67.0385869565217
nort2954	Northern Paiute	North America	Uto-Aztecan	184	65.9664005016722
nort2957	Northern Puebla Nahuatl	North America	Uto-Aztecan	153	64.0290008361204
nort2959	Northern Tepehuan	North America	Uto-Aztecan	184	66.7972073578595
nort2961	Northwestern Ojibwa	North America	Algic	189	67.9061914715719
nort2972	Northern Emberá	South America	Chocoan	167	67.2309406354515
nort2980	North Junín Quechua	South America	Quechuan	175	68.4149414715719
nort2994	Northern Roglai	Eurasia	Austronesian	90	69.5257984949833
nort3047	North Giziga	Africa	Afro-Asiatic	176	68.6783277591973
nort3139	North Levantine Arabic	Eurasia	Afro-Asiatic	163	61.5201923076923
nots1237	Notsi	Papunesia	Austronesian	147	63.8065468227425
nsen1242	Nsenga	Africa	Atlantic-Congo	160	63.4096864548495
nubi1253	Nubi	Africa	Afro-Asiatic	168	69.2125752508361
nucl1235	Eastern Armenian	Eurasia	Indo-European	188	65.5557399665552
nucl1240	Mumuye	Africa	Atlantic-Congo	170	66.8943102006689
nucl1301	Turkish	Eurasia	Turkic	195	66.946258361204
nucl1302	Georgian	Eurasia	Kartvelian	191	63.4350752508361
nucl1305	Kannada	Eurasia	Dravidian	191	65.874406354515
nucl1310	Burmese	Eurasia	Sino-Tibetan	190	62.8197240802676
nucl1327	Limilngan	Australia	Limilngan-Wulna	167	64.0042516722408
nucl1347	Wolof	Africa	Atlantic-Congo	134	61.4281981605351
nucl1417	Igbo	Africa	Atlantic-Congo	188	70.2093227424749
nucl1452	Mombum	Papunesia	Mombum-Koneraw	73	67.2117056856187
nucl1454	Yawa	Papunesia	Yawa-Saweru	105	70.4494983277592
nucl1458	Monumbo	Papunesia	Bogia	161	59.4968269230769
nucl1460	Madurese	Papunesia	Austronesian	91	64.458741638796
nucl1593	Kwomtari	Papunesia	Kwomtari-Nai	175	67.1170484949833
nucl1594	Mairasi	Papunesia	Mairasic	84	61.2389715719064
nucl1595	Kwerba	Papunesia	Greater Kwerba	132	64.7121195652174
nucl1622	Marind	Papunesia	Anim	194	62.2785117056856
nucl1630	Barai	Papunesia	Koiarian	168	65.856897993311
nucl1632	Sentani	Papunesia	Sentanic	143	68.2308152173913
nucl1633	Nimboran	Papunesia	Nimboranic	171	67.5575543478261
nucl1643	Japanese	Eurasia	Japonic	193	64.1417642140468
nucl1706	Neo-Mandaic	Eurasia	Afro-Asiatic	159	64.0690091973244
nuer1246	Nuer	Africa	Nilotic	158	66.3379096989967
nugu1242	Nugunu (Cameroon)	Africa	Atlantic-Congo	86	61.50372909699
nukn1238	Nukna	Papunesia	Nuclear Trans New Guinea	183	64.9116137123746
nuku1260	Nukuoro	Papunesia	Austronesian	120	61.9004849498328
nung1282	Nung (Myanmar)	Eurasia	Sino-Tibetan	170	67.2421153846154
nupe1254	Nupe-Nupe-Tako	Africa	Atlantic-Congo	159	68.5811120401338
nusu1239	Nusu	Eurasia	Sino-Tibetan	151	68.3302466555184
nuuc1236	Nuu-chah-nulth	North America	Wakashan	151	66.5295234113712
nuuu1241	N||ng-Danster !Ui	Africa	Tuu	160	68.2522575250836
nyah1249	Nyaheun	Eurasia	Austroasiatic	57	66.7033361204013
nyah1250	Nyahkur	Eurasia	Austroasiatic	192	69.4886078595318
nyak1260	Nyakyusa-Ngonde	Africa	Atlantic-Congo	153	65.5604556856187
nyal1250	Nyali	Africa	Atlantic-Congo	118	64.8122124634044
nyal1254	Belep	Papunesia	Austronesian	180	66.7398160535117
nyam1285	Nyam	Africa	Afro-Asiatic	160	66.1367474916388
nyan1301	Nyangumarta	Australia	Pama-Nyungan	68	62.5401672940192
nyan1307	Nyankole	Africa	Atlantic-Congo	185	67.0969147157191
nyat1246	Nyaturu	Africa	Atlantic-Congo	160	64.5830518394649
nyaw1247	Nyawaygi	Australia	Pama-Nyungan	93	63.3045587620243
nyig1240	Nyigina	Australia	Nyulnyulan	128	66.3747157190635
nyis1236	Nyishi-Hill Miri	Eurasia	Sino-Tibetan	146	67.5910911371237
nyor1246	Nyoro	Africa	Atlantic-Congo	180	66.0727759197324
nyul1247	Nyulnyul	Australia	Nyulnyulan	159	64.8594607023411
nyun1247	Nyunga	Australia	Pama-Nyungan	26	66.9162887029289
nzad1234	Nzadi	Africa	Atlantic-Congo	101	62.734983277592
nzak1246	Nzakambay	Africa	Atlantic-Congo	135	69.9790259197324
nzak1247	Nzakara	Africa	Atlantic-Congo	130	66.7389005016722
obok1239	Obokuitai	Papunesia	Lakes Plain	157	71.4805267558528
obom1235	Obo Manobo	Papunesia	Austronesian	54	59.6330852842809
occi1239	Occitan	Eurasia	Indo-European	187	61.6245652173913
ocot1244	Ocotlán Zapotec	North America	Otomanguean	97	68.2109824414716
ofay1240	Ofayé	South America	Nuclear-Macro-Je	160	64.5021279264214
okan1243	Okanagan	North America	Salishan	181	63.2813628762542
okin1246	Oki-No-Erabu	Eurasia	Japonic	161	67.8842056856187
okoe1238	Oko-Eni-Osayen	Africa	Atlantic-Congo	102	62.0732232441472
oksa1245	Oksapmin	Papunesia	Nuclear Trans New Guinea	184	65.2138168896321
okuu1243	Oku	Africa	Atlantic-Congo	110	62.6075459866221
olde1238	Old English (ca. 450-1100)	Eurasia	Indo-European	191	61.9886078595318
oldk1249	Old Khmer	Eurasia	Austroasiatic	147	69.6069732441472
oldm1242	Old Mon	Eurasia	Austroasiatic	171	71.1379013377926
oldm1243	Old Malay	Papunesia	Austronesian	119	67.7747449832776
oloo1241	Olo	Papunesia	Nuclear Torricelli	178	62.8626923076923
olut1240	Oluta Popoluca	North America	Mixe-Zoque	180	63.9549581939799
omah1247	Omaha-Ponca	North America	Siouan	81	59.0134211626934
omie1241	Ömie	Papunesia	Koiarian	156	63.4504891304348
omii1238	Omi	Africa	Central Sudanic	18	53.3358497691985
onaa1245	Selk'nam	South America	Chonan	153	64.0035158862876
onge1236	Önge	Eurasia	Jarawa-Onge	46	55.8750418060201
onon1246	Onondaga	North America	Iroquoian	190	60.8304055183946
onto1237	Luangiua	Papunesia	Austronesian	156	61.8418143812709
opat1246	Teguima	North America	Uto-Aztecan	120	68.218766722408
oriy1255	Odia	Eurasia	Indo-European	193	65.8101212374582
